movie_id,title,year,genres
623,angels in the outfield,1994,Comedy Family Fantasy Sport
624,three caballeros the,1945,
625,sword in the stone the,1963,Animation Adventure Comedy Family Fantasy Musical
626,so dear to my heart,1949,
627,robin hood prince of thieves,1991,Action Adventure Drama Romance
628,sleepers,1996,Crime Drama Thriller
629,victorvictoria,1982,Comedy Music Romance
630,great race the,1965,Action Adventure Comedy Family Romance Sport Western
631,crying game the,1992,Crime Drama Romance Thriller
632,sophies choice,1982,Drama Romance
633,christmas carol a,1938,Drama Family Fantasy
634,microcosmos le peuple de lherbe,1996,
635,fog the,1980,Horror Thriller
636,escape from new york,1981,Action Adventure Sci-Fi
637,howling the,1981,Horror
638,return of martin guerre the retour de martin guerre le,1982,Biography Crime Drama History Mystery Romance
639,tin drum the blechtrommel die,1979,Drama War
640,cook the thief his wife  her lover the,1989,Crime Drama
641,paths of glory,1957,Drama War
642,grifters the,1990,Crime Drama Thriller
643,the innocent,1994,Crime Drama Thriller
644,thin blue line the,1988,Documentary Crime
645,paris is burning,1990,Documentary
646,once upon a time in the west,1969,
647,ran,1985,Action Drama War
648,quiet man the,1952,Comedy Drama Romance
649,once upon a time in america,1984,Crime Drama
650,seventh seal the sjunde inseglet det,1957,Drama Fantasy
651,glory,1989,Biography Drama History War
652,rosencrantz and guildenstern are dead,1990,Comedy Drama
653,touch of evil,1958,Crime Drama Film-Noir Thriller
654,chinatown,1974,Drama Mystery Thriller
655,stand by me,1986,Adventure Drama
656,m,1931,Crime Mystery Thriller
657,manchurian candidate the,1962,Drama Thriller
658,pump up the volume,1990,Comedy Drama Music
659,arsenic and old lace,1944,Comedy Crime Thriller
660,fried green tomatoes,1991,Drama
661,high noon,1952,Drama Thriller Western
662,somewhere in time,1980,Drama Fantasy Romance
663,being there,1979,Comedy Drama
664,paris texas,1984,Drama
665,alien 3,1992,Action Horror Sci-Fi
666,blood for dracula andy warhols dracula,1974,Horror
667,audrey rose,1977,Drama Fantasy Horror Thriller
668,blood beach,1981,
669,body parts,1991,Horror Sci-Fi Thriller
670,body snatchers,1993,Horror Sci-Fi
671,bride of frankenstein,1935,Drama Horror Sci-Fi
672,candyman,1992,Horror Thriller
673,cape fear,1962,Drama Thriller
674,cat people,1982,Fantasy Horror Thriller
675,nosferatu nosferatu eine symphonie des grauens,1922,Fantasy Horror
676,crucible the,1996,Drama History
677,fire on the mountain,1996,Documentary
678,volcano,1997,Action Drama Sci-Fi Thriller
679,conan the barbarian,1981,
680,kull the conqueror,1997,Action Adventure Fantasy
681,wishmaster,1997,Fantasy Horror
682,i know what you did last summer,1997,Horror Mystery
683,rocket man,1997,Comedy Family Sci-Fi
684,in the line of fire,1993,Action Crime Drama Thriller
685,executive decision,1996,Action Adventure Thriller
686,perfect world a,1993,Crime Drama Thriller
687,mchales navy,1997,Action Comedy
688,leave it to beaver,1997,Comedy Family
689,jackal the,1997,Action Crime Drama Thriller
690,seven years in tibet,1997,Adventure Biography Drama History War
691,dark city,1998,Mystery Sci-Fi Thriller
692,american president the,1995,Comedy Drama Romance
693,casino,1995,Crime Drama
694,persuasion,1995,
695,kicking and screaming,1995,Comedy Drama Romance
696,city hall,1996,Drama Thriller
697,basketball diaries the,1995,Biography Crime Drama Sport
698,browning version the,1994,Drama
699,little women,1994,Drama Family Romance
700,miami rhapsody,1995,Comedy Romance
701,wonderful horrible life of leni riefenstahl the,1993,Documentary Biography History
702,barcelona,1994,Comedy Drama Romance
703,widows peak,1994,Comedy Crime Mystery Thriller
704,house of the spirits the,1993,Drama Romance
705,singin in the rain,1952,Comedy Musical Romance
706,bad moon,1996,Horror Thriller
707,enchanted april,1991,Drama
708,sex lies and videotape,1989,Drama
709,strictly ballroom,1992,Comedy Drama Music Romance
710,better off dead,1985,Comedy Romance
711,substance of fire the,1996,Drama
712,tin men,1987,Comedy Drama
713,othello,1995,Drama Romance
714,carrington,1995,Biography Drama Romance
715,to die for,1995,Comedy Crime Drama Thriller
716,home for the holidays,1995,Comedy Drama Romance
717,juror the,1996,Crime Drama Thriller
718,in the bleak midwinter,1995,Comedy
719,canadian bacon,1994,
720,first knight,1995,Action Adventure Drama Romance
721,mallrats,1995,Comedy Romance
722,nine months,1995,Comedy Romance
723,boys on the side,1995,Comedy Drama
724,circle of friends,1995,Drama Romance
725,exit to eden,1994,Comedy Crime Romance Thriller
726,fluke,1995,Drama Family Fantasy
727,immortal beloved,1994,Biography Drama Music Romance
728,junior,1994,Comedy Romance Sci-Fi
729,nell,1994,Drama
730,queen margot reine margot la,1994,Biography Drama History Romance
731,corrina corrina,1994,Comedy Drama Romance
732,dave,1993,Comedy Romance
733,go fish,1994,Comedy Drama Romance
734,made in america,1993,Comedy
735,philadelphia,1993,Drama
736,shadowlands,1993,Biography Drama Romance
737,sirens,1994,Comedy Drama Romance
738,threesome,1994,Comedy Drama Romance
739,pretty woman,1990,Comedy Romance
740,jane eyre,1996,Drama Romance
741,last supper the,1995,Comedy Crime Drama Thriller
742,ransom,1996,Action Crime Thriller
743,crow city of angels the,1996,Action Crime Fantasy Thriller
744,michael collins,1996,Biography Drama Thriller War
745,ruling class the,1972,Comedy Drama Musical
746,real genius,1985,Comedy Romance Sci-Fi
747,benny  joon,1993,Comedy Drama Romance
748,saint the,1997,Action Adventure Romance Sci-Fi Thriller
749,matchmaker the,1997,Comedy Romance
750,amistad,1997,Biography Drama History
751,tomorrow never dies,1997,Action Adventure Thriller
752,replacement killers the,1998,Action Crime Thriller
753,burnt by the sun,1994,Drama History War
754,red corner,1997,Crime Drama Thriller
755,jumanji,1995,Adventure Comedy Family Fantasy
756,father of the bride part ii,1995,Comedy Family Romance
757,across the sea of time,1995,Adventure Drama Family History
758,lawnmower man 2 beyond cyberspace,1996,Action Sci-Fi Thriller
759,fair game,1995,Action Romance Thriller
760,screamers,1995,Horror Sci-Fi Thriller
761,nick of time,1995,Action Crime Drama Thriller
762,beautiful girls,1996,Comedy Drama Romance
763,happy gilmore,1996,Comedy Sport
764,if lucy fell,1996,Comedy Romance
765,boomerang,1992,Comedy Drama Romance
766,man of the year,1995,Comedy Romance
767,addiction the,1995,Drama Horror
768,casper,1995,Comedy Family Fantasy
769,congo,1995,Action Adventure Mystery Sci-Fi
770,devil in a blue dress,1995,Crime Drama Mystery Thriller
771,johnny mnemonic,1995,Action Drama Sci-Fi Thriller
772,kids,1995,Drama
773,mute witness,1994,
774,prophecy the,1995,Action Crime Drama Fantasy Horror Mystery Thriller
775,something to talk about,1995,Comedy Drama Romance
776,three wishes,1995,Drama Fantasy
777,castle freak,1995,Drama Horror Mystery Thriller
778,don juan demarco,1995,
779,drop zone,1994,Action Adventure Thriller
780,dumb  dumber,1994,Comedy
781,french kiss,1995,Comedy Drama Romance
782,little odessa,1994,Crime Drama
783,milk money,1994,Comedy Romance
784,beyond bedlam,1993,
785,only you,1994,Comedy Romance
786,perez family the,1995,Comedy Romance Drama
787,roommates,1995,Comedy Drama
788,relative fear,1994,Drama Horror Thriller
789,swimming with sharks,1995,
790,tommy boy,1995,Adventure Comedy
791,babysitters club the,1995,Comedy Drama Family
792,bullets over broadway,1994,Comedy Crime
793,crooklyn,1994,Comedy Drama
794,it could happen to you,1994,Comedy Drama Romance
795,richie rich,1994,Comedy Family
796,speechless,1994,Comedy Romance
797,timecop,1994,Action Crime Sci-Fi Thriller
798,bad company,1995,Crime Drama Thriller
799,boys life,1995,
800,in the mouth of madness,1995,Drama Horror Mystery Thriller
801,air up there the,1994,Comedy Family Sport
802,hard target,1993,Action Adventure Drama Thriller
803,heaven  earth,1993,Action Biography Drama History War
804,jimmy hollywood,1994,Crime Comedy Drama
805,manhattan murder mystery,1993,Comedy Mystery
806,menace ii society,1993,Crime Drama Thriller
807,poetic justice,1993,Drama Romance
808,program the,1993,Action Drama Romance Sport
809,rising sun,1993,Action Crime Drama Mystery Thriller
810,shadow the,1994,Action Adventure Crime Fantasy Mystery Thriller
811,thirtytwo short films about glenn gould,1993,Biography Drama Music
812,andre,1994,Adventure Drama Family
813,celluloid closet the,1995,Documentary History
814,great day in harlem a,1994,Documentary Music
815,one fine day,1996,Comedy Drama Romance
816,candyman farewell to the flesh,1995,Horror Thriller
817,frisk,1995,Drama Thriller
818,girl 6,1996,Comedy Drama
819,eddie,1996,Comedy Sport
820,space jam,1996,Animation Adventure Comedy Family Fantasy Sci-Fi Sport
821,mrs winterbourne,1996,Comedy Drama Romance
822,faces,1968,Drama
823,mulholland falls,1996,Crime Drama Mystery Thriller
824,great white hype the,1996,Comedy Sport
825,arrival the,1996,Sci-Fi Thriller
826,phantom the,1996,Action Adventure Comedy Fantasy
827,daylight,1996,Action Adventure Drama Thriller
828,alaska,1996,Adventure Family
829,fled,1996,Action Adventure Crime Drama Romance
830,power 98,1995,
831,escape from la,1996,Action Adventure Sci-Fi Thriller
832,bogus,1996,Comedy Family Fantasy
833,bulletproof,1996,Action Comedy Crime
834,halloween the curse of michael myers,1995,Horror Thriller
835,gay divorcee the,1934,Comedy Musical Romance
836,ninotchka,1939,Comedy Romance
837,meet john doe,1941,Comedy Drama Romance
838,in the line of duty 2,1987,
839,loch ness,1995,
840,last man standing,1996,Action Crime Drama Thriller
841,glimmer man the,1996,Action Comedy Crime Drama Thriller
842,pollyanna,1960,Comedy Drama Family
843,shaggy dog the,1959,Family Comedy Fantasy
844,freeway,1996,Comedy Crime Drama Thriller
845,that thing you do,1996,Comedy Drama Music
846,to gillian on her 37th birthday,1996,Drama Fantasy Romance
847,looking for richard,1996,Documentary Drama
848,murder my sweet,1944,Crime Drama Film-Noir Mystery Thriller
849,days of thunder,1990,Action Drama Sport
850,perfect candidate a,1996,Documentary
851,two or three things i know about her,1966,
852,bloody child the,1996,Crime Drama
853,braindead,1992,Action Comedy Fantasy Horror
854,bad taste,1987,Comedy Horror Sci-Fi
855,diva,1981,Music Thriller
856,night on earth,1991,Comedy Drama
857,paris was a woman,1995,
858,amityville dollhouse,1996,Horror
859,april fools day,1986,Horror Mystery
860,believers the,1987,Crime Drama Horror Mystery Thriller
861,nosferatu a venezia,1986,
862,jingle all the way,1996,Adventure Comedy Family
863,garden of finzicontini the giardino dei finzicontini il,1970,Drama History War
864,my fellow americans,1996,Adventure Comedy
865,ice storm the,1997,Drama
866,michael,1996,Comedy Drama Fantasy
867,whole wide world the,1996,Biography Drama Romance
868,hearts and minds,1996,
869,fools rush in,1997,Comedy Drama Romance
870,touch,1997,Comedy Drama Romance
871,vegas vacation,1997,Comedy
872,love jones,1997,Drama Romance
873,picture perfect,1997,Comedy Drama Romance
874,career girls,1997,Comedy Drama
875,shes so lovely,1997,Drama Romance
876,money talks,1997,Action Comedy Crime Thriller
877,excess baggage,1997,Action Comedy Crime Romance
878,that darn cat,1997,Action Comedy Crime Family Mystery
879,peacemaker the,1997,Action Thriller
880,soul food,1997,Comedy Drama
881,money talks,1997,Action Comedy Crime Thriller
882,washington square,1997,Drama Romance
883,telling lies in america,1997,Drama Music
884,year of the horse,1997,Documentary Music
885,phantoms,1998,Horror Sci-Fi Thriller
886,life less ordinary a,1997,Comedy Crime Fantasy Romance
887,eves bayou,1997,Drama
888,one night stand,1997,Drama Romance
889,tango lesson the,1997,Drama Music Romance
890,mortal kombat annihilation,1997,Action Adventure Fantasy Sci-Fi Thriller
891,bent,1997,Drama History Romance War
892,flubber,1997,Comedy Family Sci-Fi
893,for richer or poorer,1997,Comedy
894,home alone 3,1997,Action Comedy Crime Family
895,scream 2,1997,Horror Mystery
896,sweet hereafter the,1997,Drama
897,time tracers,1995,Adventure Family
898,postman the,1997,Action Adventure Drama Sci-Fi
899,winter guest the,1997,Drama
900,kundun,1997,Biography Drama History War
901,mr magoo,1997,Adventure Comedy Family
902,big lebowski the,1998,Comedy Crime Sport
903,afterglow,1997,Comedy Drama Romance
904,ma vie en rose my life in pink,1997,Drama
905,great expectations,1998,Drama Romance
906,oscar  lucinda,1997,Drama Romance
907,vermin,1998,Comedy Drama
908,half baked,1998,Comedy Crime
909,dangerous beauty,1998,Biography Drama Romance
910,nil by mouth,1997,Drama
911,twilight,1998,Crime Drama Mystery Thriller
912,us marshalls,1998,Action Crime Thriller
913,love and death on long island,1997,Comedy Drama
914,wild things,1998,Crime Drama Mystery Thriller
915,primary colors,1998,Comedy Drama
916,lost in space,1998,Action Adventure Family Sci-Fi Thriller
917,mercury rising,1998,Action Crime Drama Thriller
918,city of angels,1998,Drama Fantasy Romance
919,city of lost children the,1995,Fantasy Sci-Fi
920,two bits,1995,Drama
921,farewell my concubine,1993,Drama Music Romance
922,dead man,1995,Adventure Drama Fantasy Western
923,raise the red lantern,1991,Drama History Romance
924,white squall,1996,Adventure Drama
925,unforgettable,1996,Drama Mystery Sci-Fi Thriller
926,down periscope,1996,Comedy
927,flower of my secret the flor de mi secreto la,1995,Drama
928,craft the,1996,Drama Fantasy Horror Thriller
929,harriet the spy,1996,Comedy Drama Family
930,chain reaction,1996,Action Drama Sci-Fi Thriller
931,island of dr moreau the,1996,Horror Sci-Fi Thriller
932,first kid,1996,Family Comedy
933,funeral the,1996,Crime Drama
934,preachers wife the,1996,Comedy Drama Fantasy Romance
935,paradise road,1997,Drama History War
936,brassed off,1996,Comedy Drama Romance
937,thousand acres a,1997,Drama
938,smile like yours a,1997,Comedy Romance
939,murder in the first,1995,Drama Thriller
940,airheads,1994,Comedy Crime Music
941,with honors,1994,Comedy Drama
942,whats love got to do with it,1993,Biography Drama Music
943,killing zoe,1994,Talk-Show
944,renaissance man,1994,Comedy Drama
945,charade,1963,Comedy Mystery Romance Thriller
946,fox and the hound the,1981,Animation Adventure Drama Family
947,big blue the grand bleu le,1988,Adventure Drama Sport
948,booty call,1997,Comedy Romance
949,how to make an american quilt,1995,Comedy Drama Romance
950,georgia,1995,Drama Music
951,indian in the cupboard the,1995,Drama Family Fantasy
952,blue in the face,1995,Comedy
953,unstrung heroes,1995,Comedy Drama
954,unzipped,1995,Documentary
955,before sunrise,1995,Drama Romance
956,nobodys fool,1994,Comedy Drama
957,pushing hands,1992,Short Music
958,to live huozhe,1994,
959,dazed and confused,1993,Comedy
960,naked,1993,Comedy Drama
961,orlando,1993,Drama Fantasy Music
962,ruby in paradise,1993,Drama Romance
963,some folks call it a sling blade,1993,
964,month by the lake a,1995,Comedy Drama Romance
965,funny face,1957,Comedy Musical Romance
966,affair to remember an,1957,Drama Musical Romance
967,little lord fauntleroy,1936,Drama Family
968,inspector general the,1949,Comedy Musical Romance
969,winnie the pooh and the blustery day,1968,Animation Short Comedy Family Musical
970,hear my song,1991,Comedy Drama Music
971,mediterraneo,1991,Comedy Drama War
972,passion fish,1992,Drama
973,grateful dead,1995,Documentary Short Music
974,eye for an eye,1996,Crime Drama Thriller
975,fear,1996,Drama Thriller
976,solo,1996,Action Sci-Fi Thriller
977,substitute the,1996,Action Crime Drama Thriller
978,heavens prisoners,1996,Drama Mystery Thriller
979,trigger effect the,1996,Drama Thriller
980,mother night,1996,Drama Romance War
981,dangerous ground,1997,Action Crime Drama Thriller
982,maximum risk,1996,Action Thriller
983,rich mans wife the,1996,Thriller
984,shadow conspiracy,1997,Action Thriller
985,blood  wine,1997,
986,turbulence,1997,Action Thriller
987,underworld,1997,Comedy Drama Thriller
988,beautician and the beast the,1997,Comedy Romance
989,cats dont dance,1997,Animation Comedy Family Fantasy Musical
990,anna karenina,1997,Drama Romance
991,keys to tulsa,1997,Crime Drama Thriller
992,head above water,1996,Comedy Thriller
993,hercules,1997,Animation Adventure Comedy Family Fantasy Musical Romance
994,last time i committed suicide the,1997,Biography Romance
995,kiss me guido,1997,Comedy
996,big green the,1995,Comedy Family Sport
997,stuart saves his family,1995,Comedy Drama
998,cabin boy,1994,Adventure Comedy Romance
999,clean slate,1994,Comedy Mystery
1000,lightning jack,1994,Comedy Western
1001,stupids the,1996,Adventure Comedy
1002,pest the,1997,Comedy
1003,that darn cat,1997,Action Comedy Crime Family Mystery
1004,geronimo an american legend,1993,Drama History Western
1005,double vie de véronique la double life of veronique the,1991,Drama Fantasy Music Mystery Romance
1006,until the end of the world bis ans ende der welt,1991,Action Drama Sci-Fi Thriller
1007,waiting for guffman,1996,Comedy
1008,i shot andy warhol,1996,Biography Drama
1009,stealing beauty,1996,Drama Mystery Romance
1010,basquiat,1996,Biography Drama
1011,2 days in the valley,1996,Comedy Crime Thriller
1012,private parts,1997,Biography Comedy Drama
1013,anaconda,1997,Action Adventure Horror Thriller
1014,romy and micheles high school reunion,1997,Comedy
1015,shiloh,1997,
1016,con air,1997,Action Crime Thriller
1017,trees lounge,1996,Comedy Drama
1018,tie me up tie me down,1990,Talk-Show
1019,die xue shuang xiong killer the,1989,Action Crime Drama Thriller
1020,gaslight,1944,Crime Drama Mystery Thriller
1021,8 12,1963,
1022,fast cheap  out of control,1997,Documentary
1023,fathers day,1997,Comedy Romance
1024,mrs dalloway,1997,Drama Romance
1025,fire down below,1997,Action Drama Thriller
1026,lay of the land the,1997,Comedy Drama
1027,shooter the,1995,
1028,grumpier old men,1995,Comedy Romance
1029,jury duty,1995,Comedy
1030,beverly hillbillies the,1993,Comedy Family
1031,lassie,1994,Family Adventure
1032,little big league,1994,Comedy Family Sport
1033,homeward bound ii lost in san francisco,1996,Adventure Comedy Family Romance
1034,quest the,1996,Action Adventure Drama Thriller
1035,cool runnings,1993,Adventure Comedy Family History Sport
1036,drop dead fred,1991,Comedy Drama Fantasy
1037,grease 2,1982,Comedy Drama Musical Romance
1038,switchback,1997,Crime Mystery Thriller
1039,hamlet,1996,Drama
1040,two if by sea,1996,Comedy Crime Romance
1041,forget paris,1995,Comedy Romance
1042,just cause,1995,Action Crime Drama Mystery Thriller
1043,rentakid,1995,Drama Family Comedy
1044,paper the,1994,Comedy Drama
1045,fearless,1993,Drama Thriller
1046,malice,1993,Crime Mystery Thriller
1047,multiplicity,1996,Comedy Romance Sci-Fi
1048,shes the one,1996,Comedy Drama Romance
1049,house arrest,1996,Comedy Family
1050,ghost and mrs muir the,1947,Comedy Drama Fantasy Mystery Romance Thriller
1051,associate the,1996,Comedy
1052,dracula dead and loving it,1995,Comedy Fantasy Horror
1053,now and then,1995,Comedy Drama Romance
1054,mr wrong,1996,Comedy
1055,simple twist of fate a,1994,Drama Comedy
1056,cronos,1992,
1057,pallbearer the,1996,Comedy Romance
1058,war the,1994,
1059,dont be a menace to south central while drinking your juice in the hood,1996,Comedy Crime
1060,adventures of pinocchio the,1996,Adventure Drama Family Fantasy Musical
1061,evening star the,1996,Comedy Drama Romance
1062,four days in september,1997,Action Drama History Thriller
1063,little princess a,1995,Drama Family Fantasy
1064,crossfire,1947,Crime Drama Film-Noir Mystery
1065,koyaanisqatsi,1983,
1066,balto,1995,Animation Adventure Drama Family History
1067,bottle rocket,1996,Comedy Crime Drama
1068,star maker the uomo delle stelle l,1995,
1069,amateur,1994,Comedy Crime Drama Thriller
1070,living in oblivion,1995,Comedy Drama
1071,party girl,1995,Comedy
1072,pyromaniacs love story a,1995,Comedy Romance
1073,shallow grave,1994,Crime Thriller
1074,reality bites,1994,Comedy Drama Romance
1075,man of no importance a,1994,Comedy Drama
1076,pagemaster the,1994,Animation Adventure Comedy Family Fantasy
1077,love and a 45,1994,Crime Romance Thriller
1078,oliver  company,1988,Animation Adventure Comedy Family Musical
1079,joes apartment,1996,Comedy Fantasy Musical Sci-Fi
1080,celestial clockwork,1994,Documentary
1081,curdled,1996,Comedy Crime Thriller
1082,female perversions,1996,Drama Fantasy Thriller
1083,albino alligator,1996,Crime Drama Thriller
1084,anne frank remembered,1995,Documentary Biography War
1085,carried away,1996,Drama Romance
1086,its my party,1995,
1087,bloodsport 2,1995,Drama Comedy Crime
1088,double team,1997,Action Comedy Sci-Fi Thriller
1089,speed 2 cruise control,1997,Action Adventure Crime Romance Thriller
1090,sliver,1993,Drama Thriller
1091,petes dragon,1977,Animation Adventure Comedy Family Fantasy Musical
1092,dear god,1996,Comedy
1093,live nude girls,1995,Comedy
1094,thin line between love and hate a,1996,Comedy Crime Drama Romance Thriller
1095,high school high,1996,Comedy Crime Romance
1096,commandments,1997,Comedy Drama Romance
1097,hate haine la,1995,Crime Drama
1098,flirting with disaster,1996,Comedy
1099,red firecracker green firecracker,1994,Drama Romance
1100,what happened was,1994,Comedy Drama Romance Thriller
1101,six degrees of separation,1993,Comedy Drama Mystery
1102,two much,1996,
1103,trust,1990,Comedy Drama
1104,cest arrivé près de chez vous,1992,Documentary Short
1105,firestorm,1998,Action Thriller
1106,newton boys the,1998,Action Crime Drama History Western
1107,beyond rangoon,1995,Action Adventure Drama
1108,feast of july,1995,Crime Drama Mystery Romance
1109,death and the maiden,1994,Drama Mystery Thriller
1110,tank girl,1995,Action Comedy Sci-Fi
1111,double happiness,1994,Drama Romance
1112,cobb,1994,Biography Drama Sport
1113,mrs parker and the vicious circle,1994,Biography Drama
1114,faithful,1996,Comedy Crime Drama
1115,twelfth night,1996,Comedy Drama Romance
1116,mark of zorro the,1940,Action Adventure Romance Western
1117,surviving picasso,1996,Biography Drama Romance
1118,up in smoke,1978,Comedy Music
1119,some kind of wonderful,1987,Drama Romance
1120,im not rappaport,1996,Comedy Drama
1121,umbrellas of cherbourg the parapluies de cherbourg les,1964,Drama Musical Romance
1122,they made me a criminal,1939,Crime Drama Film-Noir Sport
1123,last time i saw paris the,1954,Drama Romance
1124,farewell to arms a,1932,Drama Romance War
1125,innocents the,1961,Horror
1126,old man and the sea the,1958,Adventure Drama
1127,truman show the,1998,Comedy Drama Sci-Fi
1128,heidi fleiss hollywood madam ,1995,Documentary Biography
1129,chungking express,1994,Comedy Crime Drama Mystery Romance
1130,jupiters wife,1994,
1131,safe,1995,Drama
1132,feeling minnesota,1996,Comedy Crime Drama Romance
1133,escape to witch mountain,1975,Adventure Family Fantasy Mystery Sci-Fi
1134,get on the bus,1996,Adventure Drama History
1135,doors the,1991,Biography Drama Music
1136,ghosts of mississippi,1996,Drama History
1137,beautiful thing,1996,Comedy Drama Romance
1138,best men,1997,Action Comedy Crime Drama Thriller
1139,hackers,1995,Comedy Crime Drama Thriller
1140,road to wellville the,1994,Comedy Drama
1141,war room the,1993,Documentary History
1142,when we were kings,1996,Documentary Sport
1143,hard eight,1996,Crime Drama
1144,quiet room the,1996,Drama
1145,blue chips,1994,Drama Sport
1146,calendar girl,1993,Comedy Drama
1147,my family,1995,Drama
1148,tom  viv,1994,Biography Drama Romance
1149,walkabout,1971,Adventure Drama
1150,last dance,1996,Drama Thriller
1151,original gangstas,1996,Action Crime Drama Thriller
1152,in love and war,1996,Biography Drama Romance War
1153,backbeat,1993,
1154,alphaville,1965,Drama Mystery Sci-Fi Thriller
1155,rendezvous in paris rendezvous de paris les,1995,Comedy Romance
1156,cyclo,1995,Crime Drama
1157,relic the,1997,Horror Mystery Sci-Fi Thriller
1158,fille seule la a single girl,1995,Drama
1159,stalker,1979,Drama Sci-Fi
1160,love valour compassion,1997,Comedy Drama Romance
1161,palookaville,1996,Talk-Show
1162,phat beach,1996,Comedy
1163,portrait of a lady the,1996,Drama Romance
1164,zeus and roxanne,1997,Adventure Comedy Family Romance
1165,big bully,1996,Comedy Thriller
1166,love  human remains,1993,Comedy Drama
1167,sum of us the,1994,Comedy Drama
1168,little buddha,1993,Drama
1169,fresh,1994,Crime Drama Thriller
1170,spanking the monkey,1994,Comedy Drama
1171,wild reeds,1994,Drama
1172,women the,1939,Comedy Drama
1173,bliss,1997,Drama Romance
1174,caught,1996,Drama Thriller
1175,hugo pool,1997,Comedy Romance
1176,welcome to sarajevo,1997,Drama War
1177,dunston checks in,1996,Comedy Adventure Family
1178,major payne,1994,
1179,man of the house,1995,Comedy Family
1180,i love trouble,1994,Action Comedy Romance Thriller
1181,low down dirty shame a,1994,Action Comedy Crime
1182,cops and robbersons,1994,Comedy Crime Thriller
1183,cowboy way the,1994,Action Comedy Crime Drama Thriller Western
1184,endless summer 2 the,1994,Documentary Adventure Sport
1185,in the army now,1994,Comedy War
1186,inkwell the,1994,Comedy Drama Romance
1187,switchblade sisters,1975,Action Crime Drama
1188,young guns ii,1990,Action Western
1189,prefontaine,1997,Biography Drama Romance Sport
1190,that old feeling,1997,Comedy Romance
1191,letter from death row a,1998,Crime Drama Mystery Thriller
1192,boys of st vincent the,1993,
1193,before the rain pred dozhdot,1994,Drama War
1194,once were warriors,1994,Crime Drama
1195,strawberry and chocolate fresa y chocolate,1993,Comedy Drama Romance
1196,savage nights nuits fauves les,1992,Biography Drama
1197,family thing a,1996,Comedy Drama
1198,purple noon,1960,Crime Drama Thriller
1199,cemetery man dellamorte dellamore,1994,Comedy Horror
1200,kim,1950,Adventure Drama Family
1201,marlene dietrich shadow and light ,1996,Documentary
1202,maybe maybe not bewegte mann der,1994,Comedy
1203,top hat,1935,Comedy Musical Romance
1204,to be or not to be,1942,Comedy War
1205,secret agent the,1996,Drama Thriller
1206,amos  andrew,1993,Comedy Crime
1207,jade,1995,Crime Drama Thriller
1208,kiss of death,1995,Crime Drama Thriller
1209,mixed nuts,1994,Comedy Drama
1210,virtuosity,1995,Action Crime Sci-Fi Thriller
1211,blue sky,1994,Drama Romance
1212,flesh and bone,1993,Drama Mystery Romance
1213,guilty as sin,1993,Crime Drama Thriller
1214,in the realm of the senses ai no corrida,1976,Drama Romance
1215,barb wire,1996,Action Sci-Fi
1216,kissed,1996,Drama Romance
1217,assassins,1995,Action Crime Thriller
1218,friday,1995,Comedy Drama
1219,goofy movie a,1995,Animation Adventure Comedy Family Musical Romance
1220,higher learning,1995,Crime Drama Thriller
1221,when a man loves a woman,1994,Drama Romance
1222,judgment night,1993,Action Crime Drama Thriller
1223,king of the hill,1993,Drama History
1224,scout the,1994,Comedy Drama Sport
1225,angus,1995,Comedy Drama
1226,night falls on manhattan,1997,Talk-Show
1227,awfully big adventure an,1995,Comedy Drama Romance
1228,under siege 2 dark territory,1995,Action Adventure Thriller
1229,poison ivy ii,1995,
1230,ready to wear pretaporter,1994,Comedy Drama
1231,marked for death,1990,Action Adventure Crime Drama Thriller
1232,madonna truth or dare,1991,Documentary Music
1233,nénette et boni,1996,Drama
1234,chairman of the board,1998,Comedy
1235,big bang theory the,1994,
1236,other voices other rooms,1997,
1237,twisted,1996,Action Adventure Thriller
1238,full speed,1996,Drama Romance
1239,cutthroat island,1995,Action Adventure Comedy
1240,ghost in the shell kokaku kidotai,1995,Animation Action Crime Drama Mystery Sci-Fi Thriller
1241,van the,1996,
1242,old lady who walked in the sea the vieille qui marchait dans la mer la,1991,Comedy
1243,night flier,1997,Fantasy Horror Mystery
1244,metro,1997,Action Comedy Crime Drama Thriller
1245,gridlockd,1997,Comedy Crime Drama
1246,bushwhacked,1995,Adventure Comedy Crime Family Mystery
1247,bad girls,1994,Action Adventure Romance Western
1248,blink,1994,
1249,for love or money,1993,Comedy Drama Romance
1250,best of the best 3 no turning back,1995,Action Crime Drama Thriller
1251,a chef in love,1996,Comedy Romance
1252,contempt mépris le,1963,Drama Romance
1253,tie that binds the,1995,Crime Drama Thriller
1254,gone fishin,1997,Comedy Crime
1255,broken english,1996,Drama Romance
1256,designated mourner the,1997,Drama
1257,designated mourner the,1997,Drama
1258,trial and error,1997,Comedy Romance
1259,pie in the sky,1995,Comedy Romance
1260,total eclipse,1995,Biography Drama Romance
1261,run of the country the,1995,Drama Romance
1262,walking and talking,1996,Comedy Drama Romance
1263,foxfire,1996,Drama
1264,nothing to lose,1994,Action Crime Drama Mystery
1265,star maps,1997,Comedy Drama
1266,bread and chocolate pane e cioccolata,1973,
1267,clockers,1995,Crime Drama Mystery
1268,bitter moon,1992,Drama Romance Thriller
1269,love in the afternoon,1957,Comedy Crime Drama Romance
1270,life with mikey,1993,Comedy Family
1271,north,1994,Adventure Comedy Drama Family Fantasy
1272,talking about sex,1994,Comedy Drama Romance
